îN,ç~êÖó ,ãCâ∑,éºìx,ïóå¸ÅEïóë¨,"ì˙è∆
éûä‘
(h)",ê·(ä¶åÛîN),,,,,,,,,,,,,,
1998,779,66,13,///,7.1,9.7,4.3,24.8,-14.8,///,///,3.9,17,ñkìå,///,///,1429.6,///,///,///
1999,1265,80,25,///,7.3,9.7,4.6,28.9,-12.8,///,///,4.0,16,ñkêº,///,///,1285.3,///,///,///
2000,704,36,17,///,7.1,9.5,4.5,28.8,-12.4,///,///,3.7,17,ñkìå,///,///,1168.8,///,///,///
2001,669,55,11,///,6.4,8.8,3.6,25.4,-14.4,///,///,3.9,14,êºìÏêº,///,///,1215.0,///,///,///
2002,875 ],37 ],13 ],///,7.3,9.8,4.6,23.6,-12.2,///,///,3.8,17,ìÏìÏêº,///,///,1241.5,///,///,///
2003,665,90,28,///,7.1,9.9,4.0,23.8,-14.2,///,///,3.6,15,ñkñkìå,///,///,1391.6,///,///,///
2004,982,73,12,///,8.1 ],10.8 ],5.0 ],26.1,-10.6,///,///,3.8 ],19 ],êºñkêº,///,///,1265.9 ],///,///,///
2005,778 ],45 ],14 ],///,7.3,9.9,4.2,27.0,-13.8,///,///,3.8,16,ñkìå,///,///,1464.5,///,///,///
2006,1164,87,44,///,7.3,10.0,4.3,29.3,-13.7,///,///,3.6,17,ìÏìÏêº,///,///,1314.2,///,///,///
2007,859,65,24,///,7.4,10.2,4.2,27.3,-11.6,///,///,3.6,17,ñk,///,///,1579.0,///,///,///
2008,769.5,47.5,30.0,14.0 ],7.6,10.5,4.3,26.3,-12.5,///,///,3.6,15,ñkñkìå,22.6 ],ìÏ,1614.8,///,///,///
2009,1003.0,80.5,21.0,7.5,7.4,10.4,4.3,27.4,-9.5,///,///,3.7,14.4,ñk,26.3,ñkìå,1430.2,///,///,///
2010,1084.5,72.0,43.0,17.0,7.9,10.8,4.8,28.4,-14.0,///,///,3.7,15.9,ìÏêº,24.7,ñkñkìå,1403.9,///,///,///
2011,1099.0,40.5,20.0,10.5,7.6,10.4,4.6,28.3,-11.5,///,///,3.6,14.1,ñk,23.3,ñkñkìå,1442.6,///,///,///
2012,981.0,50.5,22.5,9.0,7.2,10.3,4.1,28.9,-15.6,///,///,3.5,19.0,ìÏêº,29.4,ìÏìÏêº,1445.1,///,///,///
2013,759.5,58.0,15.0,11.0,7.7,10.5,4.8,28.9,-14.1,///,///,3.7,18.1,ñk,29.0,ñkñkìå,1357.4,///,///,///
2014,903.5,75.0,25.5,10.0,7.4,10.4,4.2,30.3,-12.8,///,///,3.6,15.5,ìÏêº,24.6,ìÏìÏêº,1571.1,///,///,///
2015,923.5,109.0,13.5,6.5 ],8.0,10.7,4.9,26.2,-11.1,///,///,3.6,23.4,ìÏìÏêº,36.0,ìÏìÏêº,1431.4,///,///,///
2016,1087.0,167.0,35.0,10.0,7.3,10.2,4.3,31.2,-10.7,///,///,3.6,14.2,ñkñkìå,27.2,ñkñkìå,1427.8,///,///,///
2017,799.0,62.5,30.5,10.0,7.3,10.1,4.2,27.7,-11.7,///,///,3.6,14.6,ìÏ,27.0,ñkñkêº,1443.8,///,///,///
2018,923.0,67.5 ],21.5,13.5,7.6,10.5,4.6,29.7,-11.2,///,///,3.7,17.3,êºñkêº,25.4,ìÏìÏêº,1469.7,///,///,///
2019,708.5,88.0,32.0,14.5,7.9,10.7,4.8,30.4,-15.8,///,///,3.6,18.9,êºñkêº,26.9,êºñkêº,1539.7,///,///,///
2020,1142.0,96.0,31.0,9.0,8.0,10.8,5.1,30.4,-11.9,///,///,3.4,16.2,ñkñkìå,28.8,ñkìå,1509.3,///,///,///
2021,921.5,43.0,12.0,6.5,8.5,11.6,5.2,31.9,-14.7,72 ],35 ],3.8,22.7,êºñkêº,31.0,êºñkêº,1577.5 ],///,///,///
2022,975.5,53.5,22.0,9.5,8.4,11.3,5.3,29.3,-12.0,79,17,4.2 ],22.0 ],ìÏ,33.0 ],ìÏ,1611.1,///,///,///
